Pertanyaan;Jawaban
"Apabila basis perhitungan dengan diketahui data:

Rata-rata kenaikan gaji:
1. Karyawan Tetap:
2023: Rp 9.304.058
2024: Rp 10.096.908 (kenaikan sekitar 8,52%)

2. Karyawan Kontrak:
2023: Rp 5.236.600
2024: Rp 5.297.424 (kenaikan sekitar 1,16%)

Untuk karyawan tetap tahun 2023 ke 2024 mengalami penurunan 1 orang tetapi perhitungannya mengalami kenaikan.
Untuk karyawan kontrak dengan asumsi kenaikan sekitar 1,16% dibanding dengan tahun 2023 dengan asumsi kenaikan 3% tetapi hasil alokasi biayanya meningkat cukup signifikan ke 1,64 Miliar.

Bagaimana penjelasannya?";"1. Karyawan Tetap:
Meskipun jumlah karyawan tetap berkurang 1 orang, nilai rata-rata kenaikan gaji meningkat sekitar 8,52%, dari Rp9,3 juta ke Rp10 juta. Hal ini menyebabkan total beban imbalan kerja tetap meningkat, walaupun headcount turun. Dalam perhitungan aktuaria, kenaikan gaji memiliki pengaruh besar, terutama karena:
• Proyeksi kewajiban dihitung berdasarkan gaji masa depan.
• Kenaikan 8,52% cukup tinggi dan akan berdampak pada nilai kini (present value) kewajiban.

2. Karyawan Kontrak:
Ada perbedaan antara asumsi awal (kenaikan gaji 3%) dan aktual (kenaikan hanya 1,16%), tetapi hasil alokasi biaya meningkat ke Rp1,64 Miliar.
Kemungkinan penyebabnya:
• Ada penambahan jumlah karyawan kontrak yang signifikan.
• Masa kerja atau usia karyawan kontrak bertambah → meningkatkan nilai manfaat.
• Terjadi perbedaan asumsi aktuaria atau parameter lain (misalnya tingkat diskonto, turnover, dan lainnya) antara 2023 dan 2024.
• Atau, penggunaan parameter aktual menggantikan asumsi estimasi (misal: realisasi lebih besar dari ekspektasi).

Rekomendasi: Perlu dilakukan pengecekan ulang terhadap data penghasilan tahun 2023 – apakah saat itu sudah mencakup seluruh komponen tetap yang relevan dengan manfaat pasca kerja. Bila hanya gaji pokok yang digunakan, maka perlu dilakukan rekonsiliasi dan normalisasi data untuk memastikan konsistensi tahun ke tahun.

Jika benar tahun 2023 hanya memakai gaji pokok sebagai basis valuasi, maka perhitungan manfaat tahun tersebut understated (terlalu rendah). Saat data 2024 diperbaiki dengan total gaji, wajar jika manfaat melonjak."
Apakah realisasi untuk PHK di tahun berjalan harus tetap dihitung?;"Tidak selalu. Jika karyawan sudah di-PHK dan manfaat pesangonnya sudah dibayar penuh sebelum tanggal valuasi, maka tidak perlu dimasukkan dalam perhitungan aktuaria karena kewajibannya sudah direalisasikan. Namun, jika manfaatnya belum dibayar penuh, maka tetap harus dihitung dalam valuasi aktuaria sebagai bagian dari kewajiban perusahaan.

Contoh: Karyawan A di-PHK pada 1 Juli 2024 dan dibayar pesangon sebesar Rp 150 juta pada tanggal 5 Juli 2024.
→ Karena pembayaran sudah dilakukan dan tercatat, maka tidak perlu dimasukkan dalam PVDBO per tanggal valuasi 31 Desember 2024."
Mengapa PVDBO bisa sangat besar walaupun hanya untuk sedikit jumlah karyawan?;"PVDBO tergantung pada usia, masa kerja, dan gaji karyawan, bukan hanya jumlah orang. Karyawan yang mendekati pensiun dengan gaji tinggi dan masa kerja panjang akan memiliki nilai DBO yang besar karena manfaatnya lebih besar dan waktunya lebih dekat.

Contoh:
Dua karyawan berusia 58 dan 60, masing-masing bergaji Rp50 juta/bulan dan masa kerja >20 tahun.
Jika pesangon dihitung 2 x gaji x masa kerja, maka total kewajiban bisa mencapai >Rp 1 M, didiskontokan menjadi PVDBO sekitar Rp 800 juta – Rp 1 M, tergantung asumsi diskonto dan mortalita.
→ Walau hanya dua orang, nilainya bisa besar jika profil mereka ""mahal""."
Apa penyebab biaya jasa lalu naik secara signifikan di tahun valuasi?;"Biaya jasa lalu muncul karena ada perubahan manfaat yang berlaku surut (retrospektif), seperti:
1. Penambahan manfaat penghargaan masa kerja
2. Perubahan skema pesangon (misalnya dari 1x ke 2x gaji)
3. Penyesuaian aturan internal (misalnya mengacu ke PP No. 35 Tahun 2021)

Jika manfaat tersebut bersifat vested (tidak dapat ditarik kembali), maka biayanya langsung diakui di tahun valuasi.

Contoh:
Perusahaan di tahun 2024 mengubah kebijakan: karyawan yang bekerja ≥10 tahun berhak mendapat 1x gaji tambahan saat pensiun.
(Seluruh karyawan yang sudah ≥10 tahun otomatis menciptakan biaya jasa lalu, karena hak tersebut diberikan atas masa kerja sebelumnya)
20 orang karyawan terkena dampak, rata-rata manfaat tambahan Rp20 juta → total biaya jasa lalu = Rp400 juta."
Apakah karyawan yang akan di-PHK tahun berikutnya (setelah tahun valuasi) perlu dimasukkan dalam perhitungan aktuaria?;"Ya. Perhitungan aktuaria berbasis kondisi existing per tanggal laporan (cut-off date). Jadi meskipun manajemen sudah merencanakan PHK tahun berikutnya, selama belum terjadi, belum diumumkan resmi, dan belum dibayar, maka semua karyawan aktif tetap harus dihitung.

Contoh: Perusahaan berencana merumahkan 30 orang pada Maret 2025, tetapi per tanggal valuasi 31 Desember 2024, status mereka masih aktif dan belum ada surat resmi PHK.
→ Semua 30 orang tetap harus dimasukkan dalam valuasi aktuaria per 31 Desember 2024."
Bagaimana cara aktuaris memperlakukan realisasi manfaat non-PHK (pensiun, meninggal, cacat) dalam valuasi aktuaria?;"Jika realisasi manfaat seperti pensiun atau meninggal terjadi di tahun valuasi, perlakuannya tergantung:

1. Jika manfaat sudah dibayar penuh sebelum tanggal valuasi, maka karyawan tersebut tidak masuk perhitungan valuasi.
2. Jika masih dalam proses pembayaran atau tercatat sebagai utang perusahaan, maka tetap masuk dalam perhitungan valuasi.

Contoh: Karyawan pensiun per 15 November 2024, namun pembayaran pensiunnya dijadwalkan pada Februari 2025.
→ Aktuaris akan tetap memasukkannya karena perusahaan masih punya kewajiban yang belum diselesaikan secara keuangan hingga tanggal valuasi 31 Desember 2024."
Mengapa nilai kewajiban OLTEB per tahun valuasi turun drastis dibandingkan tahun sebelumnya?;"Penurunan kewajiban OLTEB (Other Long-Term Employee Benefits) pada tahun valuasi kemungkinan besar terjadi karena:

1. Penghapusan atau penghentian program loyalitas/imbalan jangka panjang.
2. Penyesuaian kebijakan manfaat yang menyebabkan pembalikan (reversal) kewajiban masa lalu.
3. Koreksi atas data karyawan atau manfaat vested (biaya jasa lalu) yang tidak lagi berlaku.

Dalam PSAK 219, OLTEB tidak menggunakan OCI, sehingga seluruh dampak penurunan langsung dicatat sebagai pendapatan di laporan laba rugi."
Di tahun valuasi menunjukkan pendapatan aktuaria sangat besar. Apa penyebab utama hal ini?;"Terdapat dua penyebab utama:
1. Biaya jasa kini menurun tajam → bisa karena pengurangan jumlah peserta aktif atau penghapusan sebagian hak manfaat tahun berjalan.
2. Reversal besar dari biaya jasa lalu → menunjukkan penghapusan kewajiban masa lalu karena perubahan struktur program."
Apa yang dimaksud dengan Perubahan Program Manfaat?;Perubahan dalam ketentuan program imbalan kerja yang menyebabkan penyesuaian atas kewajiban, seperti perubahan formula manfaat atau syarat kelayakan.
Selain perbedaan data tanggal lahir atau mulai kerja, apakah ada perbedaan asumsi aktuaria atau metodologi yang digunakan dengan KKA sebelumnya? (PT INTRACAWOOD);"Terkait asumsi: hanya asumsi tingkat diskonto yang berubah menyesuaikan dengan tanggal valuasi.
Terkait metodologi: tidak ada perubahan, masih sama menggunakan metode PUC dengan penerapan IFRIC sesuai dengan yang diprasyaratkan PSAK.

Namun mungkin di antara KKA terdapat beberapa pendekatan yang berbeda yang digunakan dalam menentukan komponen berikut:
1. Pengakuan Usia, sebagai contoh: karyawan berusia 40 tahun 5 bulan, ada KKA yang menggunakan usia 40 tahun, ada yang menggunakan 41 tahun, sedangkan kami menggunakan interpolasi dimana kami menghitung usia 40 dan 41 lalu di interpolasi sehingga tepat di usia 40 Tahun 5 bulan. 
2. Perhitungan Peluang Hidup, dimana kami menggunakan Multiple Decrement dimana Peluang Meninggal, Peluang Sakit, Peluang Resign dan Peluang Pensiun saling keterkaitan satu sama lainnya.
3. Penerapan Bunga Diskonto, pada umumnya perhitungan menggunakan single rate dimana diambil dari rata-rata sisa masa kerja, sedangkan kami menggunakan multiple rate, dimana tiap karyawan lainnya memiliki bunga diskonto yang berbeda-beda. Sebagai contoh: apabila karyawan berusia 40 tahun, jika usia pensiun normal 56 tahun, maka bunga diskonto yang diambil adalah yield ke 16 (56-40), sedangkan apabila karyawan berusia 50 tahun, maka bunga diskonto yang diambil adalah yield ke 6 (56-50)."
Perhitungan untuk imbalan pasca kerja dimulai dari tahun karyawan pertama kali masuk kerja saat menjadi karyawan kontrak atau sudah diangkat menjadi karyawan tetap?;"Jika saat kontrak habis mendapatkan kompensasi dan baru diangkat menjadi karyawan tetap, maka menggunakan tanggal pengangkatan saat menjadi karyawan tetap. 

Namun, jika saat kontrak habis tidak dibayarkan kompensasi kepada karyawan dan langsung diangkat menjadi karyawan tetap, maka menggunakan tanggal pertama kali karyawan tersebut bergabung"
Jika ada karyawan yang diangkat menjadi direktur, apakah efeknya dalam perhitungan?;"Prinsip Umum: Umumnya direktur memang tidak dihitung dalam perhitungan aktuaria reguler. Namun, dalam prakteknya terdapat beberapa skenario yang perlu dipertimbangkan:

Skenario Perhitungan:

1. Masa Kerja Sebagai Karyawan → Direktur
Jika awalnya karyawan lalu diangkat menjadi direktur, maka masa kerja selama menjadi karyawan sampai diangkat menjadi direktur dibayarkan dulu manfaat pensiun dini. Lalu masa kerja mulai dari awal sejak diangkat menjadi direktur. Ini bisa saja manfaatnya masih mengikuti UU tapi dengan masa kerja baru atau bisa juga diatur terpisah manfaat/kompensasinya.

2. Langsung Diangkat Sebagai Direktur 
Dari awal bukan karyawan tapi langsung sebagai direktur, biasanya yang seperti ini sesuai dengan masa jabatan direksi. Apakah ada manfaat/kompensasi saat selesai menjabat diatur di perjanjian sendiri.

3. Direktur yang Ditunjuk Langsung oleh Owner 
Misal direktur ditunjuk langsung owner (misal keluarga sendiri), kami mengikuti informasi dari perusahaan. Namun, biasanya kalau owner merangkap jadi direktur ini yang tidak dihitung.

Perlakuan Aktuaria: 
Dalam praktiknya, saat karyawan diangkat menjadi Direksi maka perlu diperhitungkan sebagai pensiun dini dengan dibayarkan manfaat pensiun sesuai masa kerja dari awal bekerja sampai cut off sebelum diangkat sebagai direksi."
Lalu, apakah pensiun dini tersebut bisa dihitungkan oleh aktuaris?;Bisa, namun kembali lagi kepada manajemen ingin menggunakan perhitungan aktuaris terkait pensiun dini atau memang mengacu pada pencadangan terakhir yang sudah pernah dihitung oleh aktuaris. 
Nilai manakah dari draft aktuaria yang harus ditambahkan pada laba/rugi? (PT TPIL);"Kewajiban/(Kekayaan) atas imbalan pasca kerja pada akhir periode tercatat sebesar Rp1.672.955.217. Nilai ini juga mencerminkan total beban yang diakui dalam periode berjalan.

Beban sebesar Rp1.672.955.217 tersebut seluruhnya diakui dalam laporan laba/rugi dan terdiri dari dua komponen utama, yaitu:
•⁠  ⁠Biaya Jasa Kini sebesar Rp189.830.936, biaya/kewajiban yang timbul mulai dari 1 Januari 2024 s.d. 31 Desember 2024 (untuk satu tahun berjalan)
•⁠  ⁠Biaya Jasa Lalu sebesar Rp1.483.124.281, biaya yang seharusnya sudah dicadangkan pada tahun lalu (biaya atas kewajiban sebelumnya)"
Apa dasar penentuan rata-rata kenaikan gaji yang digunakan dalam perhitungan?;Kami mengikuti informasi yang diberikan oleh klien sesuai dengan pengalaman perusahaan. Namun, jika klien tidak mengisi, maka kami akan mengikuti tingkat inflasi yang berlaku saat ini.
Apakah bisa melakukan perhitungan untuk karyawan yang di PHK?;"Kami dapat membantu membuat perhitungan untuk karyawan yang di-PHK sesuai dengan Peraturan Perusahaan dan UU yang berlaku. Namun, untuk kebutuhan PSAK 24, adapun sebab PHK yang masuk dalam cadangan perusahaan di antaranya sebagai berikut:
 • Pensiun
 • Meninggal Dunia
 • Sakit berkepanjangan
 • Resign"
Jika ada perubahan tanggal masuk kerja karyawan, apakah mempengaruhi perhitungan pada bagian CSC?;"Perubahan data yang mempengaruhi nilai dari CSC / Biaya Jasa Kini di antaranya adalah:
 • Tanggal Lahir
 • Tanggal Masuk kerja
 • Gaji Karyawan

Perubahan pada tanggal masuk kerja mempengaruhi lama masa kerja karyawan, sehingga berpengaruh kepada perhitungan liabilitas karyawan tersebut."
Apabila pada peraturan perusahaan terdapat penjelasan secara spesifik berupa benefit yang akan didapat karyawan selama sakit dan sakit Berkepanjangan seperti upah, apakah masuk ke dalam perhitungan PSAK 24?;Jika manfaat tersebut diberikan untuk karyawan yang masih bekerja, maka tidak masuk ke dalam perhitungan. Hal tersebut dikarenakan manfaat yang dihitung dalam PSAK 24 adalah benefit untuk pasca kerja, yaitu ketika karyawan tersebut sudah tidak bekerja atau benefit ketika terjadi pemutusan hubungan kerja
Apakah indikator harus tetap ada kenaikan gaji? Dimana real nya tidak ada karena keuangan perusahaan sedang sulit / krisis;Tidak bisa, karena memang harus ada dengan minimal di angka 5%
Apakah masih diperlukan penghitungan imbalan kerja untuk perusahaan yang sudah lama tidak aktif & tak ada karyawan?;Untuk perusahaan yang sudah tidak aktif / tidak ada karyawannya, maka tidak perlu ada perhitungan imbalan pasca kerja karena imbalan tersebut muncul sebagai nilai biaya yang harus dicadangkan perusahaan ketika nanti karyawannya pensiun / resign
Untuk karyawan outsource apakah dimasukkan ke dalam perhitungan?;Tidak, biasanya karyawan outsource sudah dihitung oleh perusahaannya
Kami ada driver (supir) dengan jenis kontrak kemitraan, apakah ini juga dimasukkan ke dalam perhitungan?;Tidak, biasanya perusahaan mitra sudah melakukan perhitungan imbalan pasca kerja sendiri
Mengapa CSC naik, namun interest cost malah menurun? Sedangkan tingkat diskonto dan gaji naik dari tahun lalu sebelum valuasi, apakah ada faktor lain yang mempengaruhi interest cost?;"Faktor yang mempengaruhi interest cost, antara lain:
• Jumlah karyawan
• Rata-rata masa kerja
• Perbedaan data karyawan tahun valuasi dengan tahun sebelumnya. 

Lalu, untuk perhitungan interest cost (biaya bunga) sendiri didapatkan dengan rumus: PVDBO awal periode x Tingkat diskonto awal periode"
Apakah ada perbedaan antara tingkat kenaikan gaji aktual dengan asumsi tingkat kenaikan gaji?;Kami menggunakan asumsi estimasi sesuai yang diinformasikan dari perusahaan, asumsi kenaikan gaji yang dimaksud merupakan asumsi untuk tahun-tahun ke depannya, bukan yang lalu. Adapun jika terdapat perbedaan antara aktual dan yang diasumsikan, dampaknya akan diakui pada perubahan asumsi keuangan.
Mohon dijelaskan untuk Analisa jatuh tempo pembayaran manfaat terdiskonto atau tidak terdiskonto? ;Analisa jatuh tempo adalah pembayaran manfaat yang tidak terdiskonto
Kalau dalam ilmu aktuaria, uang duka seperti apa yang bisa masuk dan yang tidak masuk ke perhitungan aktuaria?;Uang duka / santunan duka yang masuk dalam perhitungan aktuaria, hanya uang duka yang diberikan kepada karyawan karena merupakan bagian dari manfaat meninggal untuk karyawan (termasuk imbalan pasca kerja). Sedangkan yang tidak masuk dalam perhitungan, uang duka untuk keluarga karyawan. Misalkan, bantuan kematian untuk ayah ibu dan anak, itu tidak perlu diperhitungkan.
Jika kompensasi untuk PKWT yang sudah habis kontraknya tidak dibayarkan oleh perusahaan, maka uang kompensasinya akan menggulung atau diakui sebagai pendapatan lain-lain?;Ya, uang kompensasinya akan menggulung dari awal kontrak kerja. Sedangkan jika dibayarkan kompensasinya maka tanggal masuk kerja karyawan tersebut menggunakan tanggal kontrak terbarunya.
Apakah karyawan ekspatriat dimasukkan ke dalam perhitungan?;Tidak dimasukkan ke dalam perhitungan, kecuali ada SK tersendiri / tertuang dalam kontrak kerja manfaat / kompensasi yang akan diterima jika kontrak kerja berakhir
Untuk periode perhitungan, bagaimana tahunnya?;Periode perhitungan diisi sesuai dengan periode audit perusahaan. Jika audit perusahaan dilakukan per Desember, maka perhitungan aktuaria juga dilakukan per Desember.
"Ada karyawan yang di bawah 31 tahun masuk ke dalam perhitungan employment benefit. 

Setau saya berdasarkan IFRIC update 2022, persyaratan umur karyawan tetap yang boleh diakui adalah di atas 31 tahun atau maksimal sisa masa kerja 24 tahun.

Umur pensiun di perusahaan saya 55 tahun, berarti yang masuk PEB (Provisional of Employment Benefit) seharusnya 31 tahun?";"Pertama-tama, adanya perbedaan antara Provisional Employment Benefit (PEB) dan Post Employment Benefit (Imbalan pasca kerja / IPK).

PEB
• Standar PSAK 57 / IAS 37
• Jangka pendek
• Belum pasti
• Timing selama masa kerja
• Perhitungan relatif sederhana
• Komponen PEB mencakup: estimasi bonus tahunan, kompensasi lembur, reimburse yang belum disetujui

IPK
• Standar PSAK 24 / IAS 19
• Jangka panjang
• Relatif pasti
• Timing setelah masa kerja berakhir
• Perhitungan kompleks sehingga membutuhkan aktuaris
• Komponen perhitungan IPK mencakup: manfaat pensiun normal, meninggal dunia, sakit berkepanjangan, dan mengundurkan diri , juga pesangon & kompensasi PHK)

IFRIC mengatur hanya untuk atribusi manfaat pensiun normal terkait imbalan pasca kerja. Betul, seperti yang disampaikan, persyaratan umur karyawan tetap yang boleh diakui adalah di atas 31 tahun atau maksimal sisa masa kerja 24 tahun untuk usia pensiun 55 tahun.

Berikut ketentuan manfaat berdasarkan usia karyawan. 
• Di atas 31 tahun : mencakup manfaat pensiun normal, meninggal dunia, sakit berkepanjangan, dan mengundurkan diri.
• Di bawah 31 tahun : hanya untuk manfaat meninggal dunia, sakit berkepanjangan, dan mengundurkan diri."
Apakah jenis industri perusahaan memengaruhi perhitungan imbalan pasca kerja?;Ya, Jenis industri dapat berpengaruh pada asumsi yang akan digunakan pada perhitungan imbalan pasca kerja, seperti disability rate dan withdrawal rate.
Kalau karyawan resign pada bulan desember 2024, apakah masuk ke perhitungan? karena mereka masih mendapatkan gaji prorate;"Kalau periode perhitungan per 31 Desember 2024, maka karyawan yang tidak aktif pada Desember tidak dihitung maupun dimasukkan ke laporan aktuaria.
Akan tetap dihitung jika tanggal henti kerja karyawan tersebut setelah tanggal valuasi, yaitu tahun 2025."
Kenapa di laporan aktuaria kami terdapat nilai kurtailmen?;Jika perusahaan mengeluarkan realisasi atas PHK yang dilakukan kepada karyawan, yang ada di luar dari cakupan manfaat yang diatur/dihitung dalam PSAK 24 (Pensiun, Meninggal dunia, Cacat/sakit berkepanjangan, dan Resign), maka realisasi tersebut diakui sebagai kurtailmen.
Kenapa nilai kompensasi PHK tidak dimasukkan pada realisasi pembayaran dan malah masuk ke kurtailmen?;PSAK 24 hanya menghitung manfaat pasca kerja untuk karyawan yang Pensiun, Meninggal Dunia, Cacat/sakit berkepanjangan, dan Resign. Realisasi pada PSAK 24 dimaksudkan sebagai realisasi untuk mengurangi liabilitas/kewaijban yang terbentuk hanya untuk manfaat-manfaat yang diatur dalam PSAK 24. Apabila perusahaan melakukan PHK selain dari cakupan yang dihitung dari PSAK 24, dan perusahaan tersebut memberikan realisasi atas PHK nya, maka nilai realisasi tersebut masuk dalam Kurtailment.
Kenapa angka perhitungan kami besar sedangkan karyawan kami semuanya PKWT (kontrak)? bukannya kontrak hanya 1x gaji ya kompensasinya;Untuk kompensasi, besarannya disesuaikan dengan masa kerja. Jika masa kerja 1 tahun, maka diberikan sebesar 1 kali gaji. Jika masa kerja 2 tahun, maka diberikan sebesar 2 kali gaji, begitupun seterusnya.
Berarti kalau seandainya ini karyawan permanen, angkanya liabilitasnya lebih besar mana jika dibandingkan dengan angka dari karyawan kontrak?;Hasilnya tentatif, karena untuk karyawan tetap perhitungan manfaat diproyeksikan hingga usia pensiun. Sementara untuk karyawan kontrak dengan jatuh tempo singkat, cadangan akan dibentuk penuh sekaligus dan nilainya menjadi besar di awal-awal perhitungan. Jadi nilai manfaat karyawan tetap akan lebih besar dibandingkan karyawan kontrak apabila peserta mencapai usia pensiun
Apa itu Kalkulator Manfaat Karyawan?;"
Kalkulator manfaat karyawan merupakan alat digital yang digunakan untuk menghitung dan memproyeksikan berbagai jenis manfaat karyawan beserta kewajiban perusahaan. Alat ini memberikan estimasi nilai manfaat pensiun, santunan kematian, serta manfaat jika karyawan mengalami sakit berkepanjangan atau cacat tetap.

Meskipun hasil perhitungan bersifat estimasi, perusahaan tetap memperoleh acuan nilai kewajiban berdasarkan perhitungan aktuaria yang detail, yang dihitung menggunakan data lengkap dari perusahaan. Nilai yang dihasilkan kemudian diolah dan disajikan langsung dalam bentuk buku laporan aktuaria.

Pengguna hanya perlu memasukkan data dasar, seperti nama dan tanggal lahir, lalu kalkulator akan memprosesnya dengan rumus aktuaria. Untuk melihat contoh laporan aktuaria yang lebih rinci, kami menyediakan draft laporan sesuai PSAK 24, yang dapat diakses melalui tautan berikut: https://apps.valuasiaktuaria.com/contoh_buku_psak24."
Apakah data yang saya masukkan aman dan terlindungi?;"Tentu saja. Keamanan dan privasi data pelanggan adalah prioritas utama kami. Berikut adalah langkah-langkah yang kami ambil antara lain:
 
• Enkripsi: Seluruh data dimasukkan ke dalam sistem kami dilindungi dengan enkripsi tingkat tinggi. Ini berarti bahwa informasi Bapak / Ibu disandikan dengan cara yang hanya dapat dibaca oleh sistem kami, menjadikannya sulit untuk diakses oleh pihak ketiga yang tidak sah.
 • Penghapusan Data: Kami memiliki kebijakan untuk menghapus data secara berkala. Hal ini memastikan bahwa informasi sensitif Bapak / Ibu tidak disimpan lebih lama dari yang diperlukan dan mengurangi risiko kebocoran data.
 • Penggunaan Data Terbatas: Meskipun kami menyimpan beberapa informasi seperti nama, nomor telepon, dan alamat email Bapak / Ibu untuk kebutuhan komunikasi di masa mendatang, kami tidak akan menggunakan data tersebut untuk tujuan lain tanpa persetujuan Bapak / Ibu. Data ini hanya akan digunakan untuk komunikasi relevan.
 • Keamanan Infrastruktur: Infrastruktur IT kami dilindungi oleh protokol keamanan canggih dan firewall terbaru untuk melindungi terhadap ancaman eksternal, seperti serangan hacker atau malware.

Jika Anda memiliki pertanyaan atau kekhawatiran lebih lanjut mengenai keamanan data, jangan ragu untuk menghubungi kami."
Informasi apa saja yang perlu saya masukkan ke dalam kalkulator?;"Untuk menggunakan kalkulator manfaat karyawan, perlu memasukkan beberapa informasi dasar karyawan dan perusahaan, yaitu:
1. Nama Karyawan
2. Besaran Pendapatan/Gaji Bulanan
3. Tanggal Lahir
4. Tanggal Mulai Kerja
5. Usia Pensiun
6. Tanggal Valuasi
7. Nama Perusahaan
8. Alamat Email untuk diskusi lebih lanjut
9. Nomor Telepon untuk diskusi lebih lanjut"
Dapatkah saya menggunakan kalkulator ini untuk memprediksi kebutuhan manfaat karyawan di masa mendatang?;"Tentu, kalkulator manfaat karyawan ini dirancang untuk memberikan gambaran awal mengenai estimasi manfaat karyawan pada saat tertentu. Namun, ada beberapa hal yang perlu dipertimbangkan:
1. Estimasi Awal: Sebagai alat berbasis kecerdasan buatan, kalkulator ini mampu menghasilkan estimasi berdasarkan data yang dimasukkan. Estimasi ini memberikan gambaran umum tentang potensi kewajiban manfaat karyawan perusahaan terkait.
2. Keunikan Setiap Perusahaan: Setiap perusahaan memiliki karakteristik dan kebutuhan yang masing-masing. Faktor-faktor seperti demografi karyawan, struktur gaji, kebijakan pensiun, dan lainnya mempengaruhi kalkulasi manfaat karyawan. Oleh karena itu, meskipun kalkulator ini dapat memberikan gambaran awal, disarankan untuk berdiskusi lebih lanjut dengan kami untuk mendapatkan analisis yang lebih dalam dan sesuai dengan kebutuhan perusahaan Anda.
3. Diskusi Mendalam: Untuk mendapatkan gambaran yang lebih akurat tentang kewajiban manfaat karyawan di masa mendatang, kami menyarankan Bapak/Ibu untuk berdiskusi langsung dengan tim kami. Hal ini untuk dapat memahami lebih dalam tentang kebutuhan, harapan, dan kondisi perusahaan Anda sehingga dapat memberikan solusi dan perhitungan yang tepat."
Bagaimana saya bisa memahami hasil perhitungan yang diberikan?;"Dalam konteks manfaat karyawan, memang memerlukan pemahaman hasil perhitungan aktuaria yang mendalam. Langkah-langkah untuk memudahkan pemahaman hasil perhitungan dari kalkulator:
1.Memahami Dasar Perhitungan:
Estimasi Manfaat Karyawan: Ini adalah proyeksi nilai yang akan diterima karyawan saat manfaat jatuh tempo, seperti pensiun, meninggal dunia, atau sakit berkepanjangan, berdasarkan data karyawan dan peraturan yang berlaku di perusahaan terkait.
Nilai Kini Kewajiban Perusahaan: Ini adalah proyeksi cadangan yang harus dicadangkan perusahaan untuk memenuhi kewajiban masa depan terhadap karyawan, membantu dalam perencanaan keuangan dan memastikan kesiapan dana.
2. Memahami Peraturan Perusahaan dan Peraturan Pemerintah yang berlaku: Setiap perusahaan memiliki peraturan dan ketentuan sendiri terkait manfaat karyawan. Juga, peraturan pemerintah yang berlaku membantu memahami dasar dan asumsi dalam perhitungan manfaat.
3. Melakukan konsultasi dengan Tim Ahli KKA: Jika memiliki pertanyaan, bisa segera dikonsultasikan langsung dengan tim ahli KKA. kami dapat memberikan penjelasan lebih rinci dan memandu perusahaan pada setiap aspek perhitungan.

Dengan langkah-langkah di atas, pihak perusahaan akan lebih siap untuk memahami dan memanfaatkan hasil perhitungan yang diberikan oleh kalkulator manfaat karyawan untuk kepentingan perusahaan terkait."
Apakah tanggal laporan dan nomor laporan yang sudah final sama dengan tanggal laporan dan nomor laporan draft laporan yang telah dikirimkan?;Ya, untuk tanggal dan nomor laporan tidak ada perubahan
Jika draft laporan sudah sesuai, apakah tahapan selanjutnya?;Tahapan selanjutnya adalah proses finalisasi laporan. Jika laporan sudah disetujui oleh manajemen dan auditor maka bisa dilakukan finalisasi dengan menandatangani lembar terakhir draft yang tim Nirmala kirimkan. Jika sudah ditandatangani, mohon dikirimkan kembali kepada tim Nirmala berupa softcopy-nya saja
Apakah kami mendapatkan hardcopy laporan?;Ya, akan mendapatkan hardcopy laporan sebanyak 2 rangkap
Kapan hardcopy laporan kami dapat dikirimkan?;Proses cetak hardcopy memakan waktu paling lambat H+7 hari kerja sejak kami mengirimkan softcopy laporan final, jika sudah melewati H+7 hari kerja mohon untuk segera menghubungi kami kembali
Apakah bisa dikirimkan invoice asli bermaterai untuk proses pembayaran kami?;Bisa, invoice asli, kuitansi bermaterai (jika harga lebih dari Rp5 juta) dan faktur pajak akan dikirimkan bersamaan dengan hardcopy laporan setelah finalisasi laporan
Apakah bisa dikirimkan dahulu invoice asli bermaterai terpisah dengan hardcopy laporan?;Bisa, akan kami kirimkan invoice asli, kuitansi bermaterai (jika harga lebih dari Rp5 juta) dan faktur pajak. Namun, pembayaran harus dilakukan maksimal sesuai dengan jatuh tempo yang ada dalam invoice (NIRMALA)
Berapa lama waktu untuk proses perhitungan?;Perhitungan membutuhkan waktu 1 hari kerja, dengan ketentuan bahwa data sudah dinyatakan lengkap oleh tim teknikal Nirmala sebelum jam 11 siang hari yang sama, maka draft perhitungan sudah bisa diterima esok harinya
Bagaimana dengan Term of Payment (TOP) yang berlaku?;Kami menggunakan sistem DP sebesar 25% di awal setelah penawaran disetujui dan pelunasan saat ingin melakukan finalisasi laporan & faktur pajak akan kami berikan setelah pembayaran dilakukan (NIRMALA)
Selain laporan aktuaria, apakah yang akan kami dapatkan?;Selain laporan, klien akan mendapatkan rincian perhitungan masing-masing karyawan dan sampling perhitungan (jika memang dibutuhkan).
